split,query_index,ids
tuning,728,95352;95082;99686;91436;61762;24114;10832;7914;11978;85308
tuning,729,87902;83456;22718;88296;87714;91790;89826;61928;82700;23666
tuning,730,99709;59667;71218;34496;48244;54194;3462;55349;26372;91688
tuning,731,22567;36804;19274;87134;18608;43625;68114;22720;22798;32916
tuning,732,62336;48629;27483;31494;31410;31312;88611;28590;39522;85910
tuning,733,43528;31946;89899;48736;21694;10062;46344;7226;96988;9928
tuning,734,40790;8706;66364;81448;64006;81432;34026;65150;93222;63598
tuning,735,65392;41472;65444;13182;65562;30867;77445;77464;15282;5464
tuning,736,97959;99476;99516;98006;99317;2068;92050;96603;22784;58484
tuning,737,16234;79576;19196;3679;85002;85087;85667;13711;15014;44518
tuning,738,90119;83533;96876;39296;10646;21948;36825;86647;97259;80338
tuning,739,62246;93772;89001;83741;56258;88748;62694;97576;89838;48050
tuning,740,28754;28691;23207;30518;30870;95463;28920;31838;28970;59032
tuning,741,68296;68332;24980;39419;32476;88748;60282;13696;47950;24901
tuning,742,87314;80810;43992;68042;69106;91580;44194;73722;37228;34972
tuning,743,88389;9410;78846;61188;87832;1205;23130;1896;26558;25428
tuning,744,86892;10150;59078;99990;2267;412;23414;12998;11272;94218
tuning,745,8044;392;99994;73493;67048;65981;16420;16952;35155;82776
tuning,746,5844;82682;85552;85088;17052;1342;98853;66765;66875;56460
tuning,747,16650;77660;60400;8320;15134;8480;84524;96125;4642;63472
tuning,748,83160;83317;42618;83064;82398;81494;30359;18738;32960;82336
tuning,749,22492;17668;21466;21971;35918;50536;21470;8888;12154;17632
tuning,750,94002;95414;41564;69461;42583;96372;80850;99806;98439;79781
tuning,751,84657;26462;5120;75395;29186;10980;99891;52744;49980;51394
tuning,752,85328;79358;70131;42656;75062;63343;69106;44366;89899;79646
tuning,753,99020;99564;99749;31035;43354;62434;91580;63343;7226;74396
tuning,754,87766;90108;1680;66101;31318;1082;8012;5168;97259;97806
tuning,755,96584;6567;24846;96912;54194;35547;34542;26538;65310;42021
tuning,756,97636;98262;21964;95476;49196;3468;89306;2500;33971;28930
tuning,757,73136;15266;77215;5510;15322;2027;10818;22087;77579;32170
tuning,758,32270;34504;32160;32356;90720;94989;25126;52462;13023;25022
tuning,759,22306;3828;15520;27970;26336;20902;32274;87898;14112;60333
tuning,760,85002;85087;19196;85667;3679;84776;84340;79576;23770;16234
tuning,761,2134;8907;9376;2998;65998;68492;51786;10988;25764;67186
tuning,762,27574;32958;88595;99234;79807;50771;98946;28840;87946;57506
tuning,763,52698;42874;53008;65981;14328;44544;18196;12951;458;54524
tuning,764,65392;41472;65562;65444;9334;10540;99780;13182;23496;77445
tuning,765,27700;25022;25102;82920;32160;96797;82350;58388;29446;34504
tuning,766,86308;14544;10528;7504;95278;10472;22568;18868;7150;5895
tuning,767,91688;64742;32226;31982;21642;29496;259;8896;71644;75752
tuning,768,23086;95186;20422;96445;62528;72814;1022;97422;87344;87572
tuning,769,15419;97111;91086;35060;48563;17052;68262;56460;66765;97810
tuning,770,96444;96414;61556;5348;5739;39694;6495;24010;51702;4322
tuning,771,9376;2134;2998;10988;65998;8907;10772;1162;67186;6296
tuning,772,70131;83184;3919;57124;79358;33904;78683;15334;62332;19606
tuning,773,43992;43528;96988;31946;74757;73722;36304;45688;89872;68042
tuning,774,62764;24043;34536;27437;51802;39117;37582;29872;68178;39382
tuning,775,41516;49932;56972;98960;58498;17800;69156;9334;8330;64492
tuning,776,73908;71882;56162;69794;89506;70576;11960;772;5676;148
tuning,777,30962;73268;81360;79794;16889;46394;30774;77771;76644;31210
tuning,778,39730;62182;99994;65981;49240;17546;21490;82058;93312;73493
tuning,779,13118;5330;42790;16330;17926;9390;61228;54404;9552;64026
tuning,780,98104;1088;90476;71043;89240;89001;84834;43146;90025;83168
tuning,781,90500;25178;45856;84576;71108;8333;40597;35001;13182;90602
tuning,782,53047;61184;91884;95606;12946;27482;47622;5572;50512;4332
tuning,783,85658;74740;26772;82398;27100;58958;81494;30818;11178;9870
tuning,784,79358;85328;38920;75062;25047;68149;68170;99324;70131;79646
tuning,785,94846;60356;81064;12632;1758;3020;94570;38898;80266;2652
tuning,786,62428;45688;9932;70131;8134;43528;75452;61982;87314;35268
tuning,787,95030;28064;8812;11589;69636;53778;94954;21950;5724;37206
tuning,788,29747;34536;41302;53766;164;29872;27437;19449;66106;35832
tuning,789,36304;14062;44279;27266;44266;43631;87297;66595;77109;5068
tuning,790,87766;90108;1680;1082;31318;97259;8012;66101;97806;5168
tuning,791,25518;88972;7412;96484;35494;17187;90112;87201;1382;78154
tuning,792,10314;17106;2870;15480;26851;22568;27662;97108;52462;41170
tuning,793,82230;90119;73849;96876;30822;8928;7456;13631;90306;439
tuning,794,90275;86647;9170;90119;34718;44836;13252;87370;97462;80408
tuning,795,15709;51885;16116;52631;84858;71470;22262;71330;52588;5086
tuning,796,74608;5444;2906;46026;51475;9440;3108;21911;15818;4856
tuning,797,23207;28754;31274;11468;88168;86046;75358;30518;45244;49940
tuning,798,75292;170;53707;19776;71516;34690;84995;51520;17474;46450
tuning,799,94877;81840;90550;62182;88918;83036;53164;88944;89808;53122
tuning,800,36344;45206;8346;58602;46058;76932;4276;96150;17160;4960
tuning,801,33556;13888;78552;97124;79328;14348;12716;13978;14431;13958
tuning,802,94002;95414;6794;56558;35106;89125;14980;2784;22416;7914
tuning,803,43704;48626;8416;3015;56618;54220;8631;43218;1276;30508
tuning,804,86016;86259;41568;49980;58538;17326;29186;45174;33638;65584
tuning,805,66595;80810;45688;5068;37636;65377;44279;36304;43992;21694
tuning,806,39640;39949;97662;70228;43146;93772;39576;24874;17368;76764
tuning,807,41516;49932;12412;8708;17800;76806;2183;1876;23207;56972
tuning,808,77496;9254;87274;936;798;48026;59320;12176;42864;887
tuning,809,32160;31142;99464;72000;90720;32120;25126;32356;65370;82920
tuning,810,75117;50826;21134;23854;54720;85539;33786;71462;95606;96266
tuning,811,32394;32422;29858;30644;54541;3646;94092;34013;27107;39220
tuning,812,9606;1146;81948;15394;20364;16666;3459;11070;37248;60251
tuning,813,53787;61612;4254;64068;43594;73307;78783;73644;50750;83102
tuning,814,79485;79807;32958;98946;30244;99234;50771;87946;28298;88595
tuning,815,9552;318;9390;93011;9890;64232;89348;53580;58768;2890
tuning,816,44131;99300;89340;89430;11802;25860;26480;2035;44702;2814
tuning,817,19196;16234;59132;79576;53136;13711;57708;49396;12710;27838
tuning,818,42030;32716;39998;23767;56880;8556;29694;50427;26146;7922
tuning,819,19196;12710;3679;84776;13580;85667;85002;85087;79576;84340
tuning,820,4658;34590;24612;598;95932;96854;49174;97786;62944;83840
tuning,821,9810;59320;91242;4952;11986;24850;12292;61108;48641;45434
tuning,822,51326;420;53707;91988;46450;95330;27574;60465;75292;27018
tuning,823,35104;66172;29804;44310;1428;7802;21052;16540;59462;59762
tuning,824,99958;96114;26156;22550;22128;49044;61398;78322;22618;63894
tuning,825,98810;63242;13610;30436;58782;22226;22620;57596;44080;64852
tuning,826,20902;22620;22248;98810;22780;67638;64852;20302;82328;2318
tuning,827,77510;7988;10740;18055;11288;21364;81893;33165;36094;63880
tuning,828,10367;9820;28712;14274;91249;10180;3008;54720;15712;54418
tuning,829,62182;37498;43856;52832;4926;9616;96238;75404;83592;13068
tuning,830,93074;96150;4666;77720;41287;10887;76932;74800;17160;41565
tuning,831,31216;14550;14822;8702;66804;58330;66050;4395;76623;74740
tuning,832,78144;25482;23096;52030;4963;86780;51743;12968;96238;24478
tuning,833,410;32302;6946;41602;34026;61830;57536;71238;34546;25350
tuning,834,72758;80572;32734;12856;12402;80112;65880;96434;29810;23124
tuning,835,37636;56930;62428;9932;43528;45688;31946;66595;44194;44279
tuning,836,9334;99780;23496;77445;41472;13182;65444;30378;67772;64492
tuning,837,48244;64742;91688;15874;15783;15487;18344;13582;8896;10174
tuning,838,94877;81840;58322;83036;30970;1826;58920;90550;1398;97071
tuning,839,94428;86372;47092;59944;10000;21162;21278;21516;21700;40286
tuning,840,14822;31216;2392;78988;66050;58330;35850;92040;14550;6
tuning,841,48942;77234;74550;4154;14551;95885;31175;21794;89964;24326
tuning,842,10802;99654;11603;83160;44732;44742;65006;26091;32874;11978
tuning,843,15212;22862;16952;18746;15287;1046;16420;6828;12127;17126
tuning,844,19196;85002;79576;85667;3679;12710;85087;84340;84776;13580
tuning,845,51604;10276;39102;57410;57546;20756;80286;26052;86150;33270
tuning,846,44954;46022;45026;45930;1000;30359;38532;44898;13166;45875
tuning,847,95842;58331;56474;52656;12262;64819;66170;22;75986;11970
tuning,848,1648;60468;76664;57204;58958;1608;2622;32440;2162;21460
tuning,849,3975;82505;4946;92736;36862;8912;4666;4332;48912;55362
tuning,850,90028;86580;35974;36052;10740;96948;81893;73307;80112;26414
tuning,851,28938;656;880;87715;6150;80664;25578;31275;56450;40452
tuning,852,32080;94954;41570;54010;35478;36234;25047;42656;62396;99324
tuning,853,34536;62764;57520;5072;24043;11774;29568;28397;26960;80922
tuning,854,29308;55549;66106;10637;21094;64940;97920;2446;22282;66098
tuning,855,32120;32160;28960;25420;30642;65370;27694;53154;28118;54052
tuning,856,9622;9526;11133;17572;10176;10052;13980;10676;15395;17312
tuning,857,38482;97374;35982;51243;27940;1260;56008;22872;28821;57502
tuning,858,4590;46916;20828;13108;36024;77726;88713;46958;74842;36172
tuning,859,14551;32842;33792;10208;1588;56156;89052;61256;1552;1568
tuning,860,50072;79320;80110;53108;29250;17626;63900;28826;19282;68414
tuning,861,28938;87715;29874;42836;30652;21581;25578;6930;29090;12840
tuning,862,91988;23856;98620;52156;54734;52298;15740;51484;60465;51048
tuning,863,62102;16230;92504;69524;31002;30388;73226;75522;38964;46588
tuning,864,65377;5068;21884;66595;28972;41570;43992;68040;22808;24679
tuning,865,17819;47684;99952;97259;16402;17048;95476;1766;23928;97806
tuning,866,72579;60858;38964;39180;69536;32162;93120;36558;19542;30388
tuning,867,24362;99916;9762;23558;22816;28812;23872;24772;54014;54086
tuning,868,73908;71882;69794;70576;89506;11960;5676;88358;14132;772
tuning,869,56370;56426;19658;54258;96056;94560;2774;57048;19834;57388
tuning,870,88972;96484;35494;87201;76563;7412;7636;90112;59280;26528
tuning,871,32028;2054;3128;15848;47971;22902;98245;53466;98344;1876
tuning,872,55908;3548;18556;8416;12206;52301;14284;30508;65437;48626
tuning,873,85552;85088;996;15419;82682;85132;57089;17052;22844;5844
tuning,874,99498;47582;97268;97248;56008;29068;56156;28854;77252;104
tuning,875,17819;97259;75354;28694;5384;97806;13190;8163;33463;17458
tuning,876,13182;45874;91996;83326;5498;39466;84901;13846;34298;51864
tuning,877,12016;22902;59164;44656;910;17382;2047;34590;13084;47264
tuning,878,24208;14544;23196;7150;18220;86308;45342;12347;26372;22160
tuning,879,95030;28536;66101;99749;17458;71876;89250;24098;47200;47424
tuning,880,7226;25282;62428;43528;75452;75176;96134;69106;74396;22090
tuning,881,44194;65377;56930;48154;37636;45688;55590;47720;43528;70214
tuning,882,496;3462;2500;1330;55349;44046;91025;12347;80668;32536
tuning,883,62246;89838;93772;62684;62694;56258;5536;32016;62112;99538
tuning,884,12162;17238;26478;2868;12070;97218;11904;97291;11862;12007
tuning,885,31216;14822;8702;14550;74740;76623;29176;66804;26772;43298
tuning,886,15746;8320;13900;16650;8480;15134;79658;77660;2092;15819
tuning,887,22306;55075;26336;20902;27970;3828;18636;51894;29748;8983
tuning,888,15848;98245;2054;22902;32028;3128;8258;47667;12812;98344
tuning,889,62944;53850;48333;1382;66220;59164;19834;31662;20006;51026
tuning,890,54194;99709;3462;26372;496;80668;23196;24102;25362;22160
tuning,891,41060;59770;10316;24114;62713;7370;43918;14902;59734;21484
tuning,892,26478;89016;23338;15452;89008;74110;73045;62806;73902;31597
tuning,893,38532;45930;29880;44954;94370;46022;49188;44898;45026;51596
tuning,894,18746;15212;29128;29131;22862;19396;91500;6828;1046;99464
tuning,895,15709;16116;22262;84858;52631;51885;71470;71330;52588;72527
tuning,896,99994;49240;97510;23750;392;33782;25764;94176;99796;39028
tuning,897,95082;61762;95352;10832;5112;85654;42394;99686;11210;30288
tuning,898,26336;22306;27970;26878;20902;8983;32274;26430;26413;18636
tuning,899,97124;33556;13888;79328;2630;78552;13310;14348;26240;14431
tuning,900,9376;2134;68492;9676;65998;51786;8907;10988;2098;67186
tuning,901,94304;14960;74382;6372;65998;67244;99838;8907;90786;43012
tuning,902,26000;30864;11516;95582;36592;80112;77510;12104;12290;12322
tuning,903,79138;91374;91249;93037;2890;17140;56926;54806;17720;82744
tuning,904,50252;2774;73210;76024;78044;20488;82350;23771;18206;26514
tuning,905,43528;21694;43992;89899;80810;31946;46344;7226;45688;96988
tuning,906,66842;96542;22810;19496;73849;38168;19264;18469;69432;584
tuning,907,98072;95801;86754;68280;62322;89557;98376;98094;86394;89932
tuning,908,91918;91890;89917;89932;96876;84240;22030;94434;8163;94570
tuning,909,70848;62764;26368;24043;27116;26586;26960;21288;27682;34536
tuning,910,50208;30563;32476;62112;46132;88526;39105;68332;39308;82716
tuning,911,90275;86647;90119;2652;80658;87370;34102;75176;52946;23508
tuning,912,69878;18699;93408;31584;16708;12700;17368;42062;70338;32016
tuning,913,48714;97662;62322;49490;39949;39936;49499;55576;56312;67188
tuning,914,9334;77445;41472;1202;23496;99780;65802;30378;13960;38008
tuning,915,23872;24362;99916;24772;6152;22816;65249;23558;54014;30942
tuning,916,56426;54258;56370;96056;94560;57048;95586;2774;63450;62944
tuning,917,4169;94242;69801;39964;31818;83033;38706;39808;43838;82350
tuning,918,27117;94092;34013;27107;31366;27386;33030;57514;34011;30644
tuning,919,23749;22998;32932;73044;39356;61886;1644;22872;1806;1866
tuning,920,50208;7536;88526;39105;97576;24901;32016;74108;55882;83006
tuning,921,51604;10276;39406;58574;58498;28534;57920;51862;86396;67380
tuning,922,16428;49587;39406;67380;23004;17096;57920;62654;31412;12884
tuning,923,15358;8336;6726;4864;7386;1422;14328;62222;76720;64986
tuning,924,96238;41079;77982;76996;11774;74608;74256;38834;7348;7830
tuning,925,99654;11603;83160;44732;45244;44742;10802;28826;10966;26091
tuning,926,80786;80987;51342;63455;64522;53237;76962;52650;67562;9160
tuning,927,30359;32960;18738;14612;83064;70506;42618;83317;67200;71946
tuning,928,23086;53688;62528;97422;1022;87344;85048;72814;95186;87572
tuning,929,97422;57629;79764;73096;12040;72814;12314;87572;87344;11310
tuning,930,96134;25282;7226;62428;69106;57078;43528;37228;68040;74396
tuning,931,91918;91890;89917;89932;22030;95801;86754;8163;21948;90148
tuning,932,34536;62764;29568;57520;24043;5072;26960;28397;9440;11774
tuning,933,62322;48714;39936;49490;49499;97662;83094;47902;52670;14347
tuning,934,97422;87344;95186;87572;62528;92844;85048;1022;59882;99344
tuning,935,16650;77660;8320;13900;8480;15746;4642;7336;60400;35484
tuning,936,82682;85552;98853;5844;56460;85088;15419;19526;17052;7451
tuning,937,83160;50072;26091;44732;44742;65006;99654;11978;11082;42864
tuning,938,19640;19836;19606;8166;30443;57124;83184;468;79952;26780
tuning,939,49499;49490;52670;85334;14318;52296;47902;14347;22500;47030
tuning,940,30867;98960;98210;9310;58429;21948;1148;8163;17819;23216
tuning,941,13980;15395;9526;9622;17572;11133;10176;10052;10676;15392
tuning,942,20518;20866;45791;86026;19372;62560;3792;5094;5642;28611
tuning,943,20130;61408;42510;16750;14339;27916;17312;8410;29116;69979
tuning,944,85667;19196;85002;3679;79576;84340;85087;84776;44518;47642
tuning,945,69106;79646;7226;21694;85328;40344;70131;43528;89899;47806
tuning,946,15212;15287;19396;17126;1046;32314;64820;356;22960;96418
tuning,947,20902;55075;3828;22306;3792;19372;60333;51894;29748;64852
tuning,948,1906;67638;98620;82328;13975;61324;28507;99678;22248;53286
tuning,949,86016;87728;86259;168;58538;59762;33638;3290;32719;45174
tuning,950,28938;21581;91052;30848;19566;87715;25782;17798;91798;56450
tuning,951,96542;38168;18469;19496;66842;68992;11722;22810;39406;72334
tuning,952,29747;51174;23207;97920;5623;39748;27437;29872;19449;35832
tuning,953,94954;32080;41570;37636;38334;71866;56930;35478;28064;45688
tuning,954,45688;9170;43528;26512;21884;43992;62428;75176;41570;66595
tuning,955,95801;68280;89557;98376;86754;98072;22030;86394;84240;98094
tuning,956,71154;71200;71119;40373;76268;44410;56882;64051;70680;40772
tuning,957,496;1330;3462;2500;32536;32754;91025;90605;65478;80668
tuning,958,16139;97284;30090;69940;41244;81485;43970;25764;91249;52334
tuning,959,61408;20130;59060;8410;30758;10860;30942;64834;21643;27916
tuning,960,6052;41434;3492;31412;56358;33748;26052;9644;75178;69578
tuning,961,33882;34716;28821;38482;67786;36385;37184;36532;55338;32798
tuning,962,79764;57629;12426;12040;53586;59882;99344;72814;46700;87572
tuning,963,88986;58322;24160;89042;31210;43792;48026;8032;4952;96637
tuning,964,9111;33354;28118;31392;34504;25102;29548;8786;20486;22566
tuning,965,40779;40826;85460;41438;85554;85578;65614;19970;51666;32936
tuning,966,98042;32687;2766;40240;42260;39979;20532;59134;5384;36917
tuning,967,50008;50480;97291;33801;49848;26970;51222;23527;97218;25442
tuning,968,99891;52234;52744;73644;946;73307;11014;71215;23859;73590
tuning,969,12632;49986;97259;28188;98276;97806;90119;82230;59274;17819
tuning,970,98210;93591;98960;13892;21948;30867;8163;58429;98376;12632
tuning,971,86754;75208;90148;89557;31584;18736;98094;32050;95801;75354
tuning,972,32160;72000;99464;31142;90720;32120;34504;32270;52462;29446
tuning,973,24362;23872;99916;65249;24772;28204;95153;6152;54086;54014
tuning,974,26574;23196;22160;14544;18868;24208;27818;80668;86308;26372
tuning,975,28376;15528;41092;90350;37220;37654;75858;20463;32704;36288
tuning,976,73908;71882;69794;70576;88358;5676;14132;11960;89506;56162
tuning,977,58974;59036;84210;48180;13550;58392;69894;18878;35462;35728
tuning,978,66928;84726;9762;20424;24362;37600;12984;164;11580;96484
tuning,979,10071;20418;23428;15287;61934;22;3600;3582;16100;44154
tuning,980,17572;9526;9622;13980;10176;10052;10676;18100;15395;15392
tuning,981,71066;70784;98582;17712;87554;34268;39232;26091;3944;38345
tuning,982,19196;85667;84776;79576;85002;44518;84340;49396;67979;85087
tuning,983,65998;94304;9376;27940;39220;8907;68492;23767;8322;4318
tuning,984,376;63880;340;99434;88625;69619;36044;21016;19674;88388
tuning,985,79138;91374;91249;93037;17140;17326;82670;82744;17720;54806
tuning,986,28938;656;87715;21581;880;56450;40858;98338;91798;31275
tuning,987,78164;97312;17368;70338;97576;32016;81170;83741;1695;89838
tuning,988,91918;91890;89917;89932;22030;95801;81064;8163;84240;94434
tuning,989,32642;32646;2014;4536;64051;98294;71154;90498;99326;13846
tuning,990,21948;23004;53906;76497;76720;90275;16776;16428;8163;80408
tuning,991,24826;16264;6851;50749;6362;5946;99031;27230;28151;6824
tuning,992,71066;70784;98582;17712;6278;10280;89501;9182;66074;2362
tuning,993,51866;63762;51747;63768;52650;3472;51950;65136;66242;77152
tuning,994,11419;6552;12764;7276;88561;6758;54812;8879;5574;8854
tuning,995,95352;58471;84528;95082;13614;73044;61762;64522;24690;10832
tuning,996,1144;60332;47274;26104;92358;13212;4510;58876;5946;28410
tuning,997,85152;16428;33838;67380;62381;70680;65444;75178;41068;23004
tuning,998,19196;85667;84776;44518;79576;85002;84340;85087;38535;67979
tuning,999,34536;62764;57520;24043;26960;53766;46339;66098;19961;9235
evaluation,0,33030;54541;31366;30644;27117;94092;71694;22568;724;33556
evaluation,1,24102;10472;22160;7504;71694;10528;13116;26574;14544;51572
evaluation,2,71066;70784;87554;17712;98582;3032;20424;74158;90146;91884
evaluation,3,62912;98276;9170;82230;49986;3994;99952;42736;97259;97806
evaluation,4,78144;4963;52030;51743;23096;12968;2906;86011;20406;25482
evaluation,5,15212;17126;19396;15287;29128;1046;29131;22960;32788;37074
evaluation,6,47920;6156;23718;420;15278;552;1324;64154;33626;49838
evaluation,7,214;29630;1852;21046;40128;92036;86723;4358;78144;86600
evaluation,8,4618;9124;35974;9960;45170;994;23726;88312;4210;88238
evaluation,9,29747;81268;29114;50812;3608;78784;41854;39401;46856;880
evaluation,10,22893;12840;2290;33270;98960;46752;69888;25168;94290;98194
evaluation,11,18556;61830;26350;35982;57422;50678;71946;91865;19510;7998
evaluation,12,63450;56426;62944;56370;94560;96056;19658;53850;15022;36390
evaluation,13,26478;17108;90647;16072;2868;64680;4592;31816;16080;89201
evaluation,14,92856;57864;52700;95621;6204;97698;6931;86618;26476;84519
evaluation,15,4668;68932;42874;52698;5524;4554;3166;2971;96796;10630
evaluation,16,3444;26126;49358;12154;95392;42932;45450;70506;14748;43176
evaluation,17,81840;94877;90550;62182;21528;24048;19828;95390;25786;28752
evaluation,18,45384;64154;51290;55724;39028;41652;41779;6216;75848;62915
evaluation,19,9486;74388;38296;72954;26943;73902;19384;1579;26994;38354
evaluation,20,16650;60400;77660;66202;2694;96125;1637;4642;48416;8480
evaluation,21,95352;99686;95082;74538;8943;36364;73044;58471;61762;91436
evaluation,22,57468;33736;63880;1175;27334;26292;7988;25932;53047;32264
evaluation,23,5844;82682;85552;85088;98853;17052;1342;66875;66765;15419
evaluation,24,99654;44732;11603;44742;83160;65006;10802;26091;32874;85424
evaluation,25,2232;65216;63714;10276;7980;76106;7968;48695;10768;61108
evaluation,26,41060;10316;24114;43918;45100;59770;14902;24690;10832;27478
evaluation,27,70784;98582;71066;98364;30316;63778;80398;51372;52266;7914
evaluation,28,1011;76818;64852;52650;51747;35794;44055;18640;4210;22677
evaluation,29,25830;99165;99008;88422;57596;97284;93680;25072;65910;45791
evaluation,30,21952;10180;5012;57536;50716;82338;19036;13478;56926;19846
evaluation,31,5206;47878;12316;33030;97124;43308;14152;5812;3314;71502
evaluation,32,32120;32160;28960;28118;52462;34504;72000;32270;31819;27694
evaluation,33,98276;97806;97259;99952;49986;9170;96876;16940;93591;28188
evaluation,34,41472;9334;31412;36472;30378;77445;23344;18827;15282;13182
evaluation,35,53580;74649;16330;58944;67728;802;68136;60166;67996;87952
evaluation,36,34504;31142;96797;72000;78402;32160;20486;90720;28960;31392
evaluation,37,17572;17312;13980;9622;9526;10676;15395;11133;29116;18100
evaluation,38,53357;54109;19852;59060;19004;95932;98002;18792;4762;55388
evaluation,39,70600;63380;63172;46916;46958;2772;5296;37510;90013;99030
evaluation,40,94304;39220;67244;14960;65998;27940;43012;8907;20318;74382
evaluation,41,62278;28854;48236;63486;86510;10506;71461;99498;10302;14608
evaluation,42,75176;93591;98276;90275;99952;4904;51444;13892;86647;5862
evaluation,43,11702;97530;64986;62222;86224;90635;23484;30370;70228;90476
evaluation,44,82008;68330;39101;9334;38964;69430;25309;59558;93120;68300
evaluation,45,91918;91890;89917;89932;22030;95801;8163;94748;84240;68280
evaluation,46,6684;2290;6630;6654;44718;15426;7247;74152;13768;11450
evaluation,47,93772;62246;62112;83741;62694;51546;62684;89240;24906;68332
evaluation,48,93297;56742;18388;62694;44718;68296;47950;5536;83741;42100
evaluation,49,53357;54109;19852;98002;19004;49174;95932;12854;63450;55388
evaluation,50,76403;52054;45872;2175;7696;57920;31412;23754;1248;50746
evaluation,51,19546;1310;98466;76864;4127;62414;80658;39105;62322;62110
evaluation,52,91436;20650;94068;15006;49358;26126;69626;96114;81038;4255
evaluation,53,32160;31142;90720;72000;99464;34504;32120;52462;65370;25126
evaluation,54,44296;27600;27868;27838;19559;57514;65752;39760;13784;97124
evaluation,55,67090;98166;16267;14170;6894;13976;33332;98476;13766;13970
evaluation,56,496;3462;1330;99709;2500;75564;2994;95278;80668;13514
evaluation,57,60220;1322;8648;28151;78819;48806;4090;40802;39816;48984
evaluation,58,70448;20949;16264;21008;40286;2552;43522;88296;80290;1322
evaluation,59,37330;36976;49582;58240;52600;97724;30446;24812;94242;88713
evaluation,60,86396;30921;33914;2604;16136;52602;56613;17626;22599;29891
evaluation,61,97806;97259;96876;66101;20130;30566;76769;32442;19296;13872
evaluation,62,93258;98504;28151;37554;17816;21090;92358;27230;51324;9140
evaluation,63,41902;66202;58215;54461;75582;42740;58114;53306;63472;37328
evaluation,64,41060;10316;24114;43918;14902;45100;23061;24690;59770;2880
evaluation,65,34420;35106;5912;88918;3864;88944;26810;19680;5330;52982
evaluation,66,86780;41079;23096;78144;12968;25482;4963;18786;20406;30274
evaluation,67,97789;10933;7452;8164;71488;99466;20386;33306;79218;61065
evaluation,68,95082;95352;15368;50072;82344;51696;61762;95698;24114;57422
evaluation,69,96444;96414;61556;5256;35058;38345;4322;76623;5739;6495
evaluation,70,42618;30359;32960;34286;18738;82398;96414;31516;34174;82336
evaluation,71,70974;72950;71718;15748;26644;15840;63170;16040;73045;1372
evaluation,72,26210;64848;5524;26128;5422;57216;14650;5692;51882;51956
evaluation,73,94877;81840;32300;72954;3812;58322;16509;26994;8772;30970
evaluation,74,62392;69712;45572;6851;79746;27836;87648;34534;12848;35114
evaluation,75,19196;79576;85002;67979;49396;3679;86780;47642;69562;84340
evaluation,76,65998;94304;74382;14960;68492;1162;8907;41864;24524;67668
evaluation,77,79807;28298;98946;79485;87946;99234;88595;50771;32958;95324
evaluation,78,21852;99498;86510;12258;11512;77252;78728;97268;10206;47582
evaluation,79,74010;5684;2639;26950;74352;75128;75920;71461;56168;76210
evaluation,80,87274;6931;42002;3436;15368;10422;16114;9578;77306;73762
evaluation,81,64026;65088;53132;36200;368;14722;42790;3926;65488;9552
evaluation,82,9948;4358;3820;86891;22760;4186;10392;20192;33716;53836
evaluation,83,656;6150;28938;40452;880;87715;25578;56450;81544;21581
evaluation,84,57124;83184;33904;6418;15334;19836;14512;8166;19606;78683
evaluation,85,75452;56930;98192;71866;37636;62428;43528;70131;69106;45688
evaluation,86,58108;90306;5487;23788;98960;98104;94290;60282;20662;86224
evaluation,87,65444;9334;65392;77445;41472;99780;65562;23496;1202;10540
evaluation,88,78702;79952;4496;99714;99089;87564;77402;14780;79358;31412
evaluation,89,18602;19850;94997;18780;19576;18726;18932;22144;19254;23470
evaluation,90,68546;78204;74076;32704;19138;83704;99030;21278;59968;21642
evaluation,91,18320;5946;16267;48690;7048;75464;27230;98476;6362;50749
evaluation,92,17572;9622;9526;13980;10676;17312;18100;15395;11133;15392
evaluation,93,61408;20130;9762;30758;59060;8410;21643;42510;36283;30942
evaluation,94,73908;71882;69794;89506;5676;88358;70576;11960;31242;14132
evaluation,95,96484;88972;76563;87201;90112;71644;77028;31982;59280;8604
evaluation,96,17106;89151;10314;27662;2870;26851;98700;15480;28114;3178
evaluation,97,3646;34013;33030;30644;64674;94092;27117;27386;43010;31366
evaluation,98,13116;2870;92166;10472;10528;2054;7504;6006;75147;50958
evaluation,99,3246;3299;3954;23007;6078;36232;3010;48026;29108;4856
evaluation,100,61934;77384;87576;93672;1806;1644;26970;3324;90150;78760
evaluation,101,2051;2262;2524;20912;69488;34244;17127;3816;37846;24858
evaluation,102,7452;97789;8164;10933;99466;71488;33306;61065;79218;3032
evaluation,103,28286;9260;67750;59171;76272;60506;21547;3842;11038;93545
evaluation,104,58322;30970;94877;95330;97071;62182;33540;84520;89042;29108
evaluation,105,90534;16330;34814;96922;78930;5424;89548;87688;86192;88157
evaluation,106,85676;84657;84748;85424;30359;10232;89501;69322;32960;46022
evaluation,107,34644;4813;22306;5659;27970;5760;34968;23248;3008;8983
evaluation,108,47312;47252;46797;46368;57629;85048;61492;54640;99344;57614
evaluation,109,21632;27814;42662;87206;71865;43856;50628;68224;45412;87114
evaluation,110,27124;29186;49980;29250;64288;26338;33626;3140;80110;45174
evaluation,111,2906;51743;96238;78144;12968;3108;26276;77872;34102;52030
evaluation,112,656;880;87715;56450;21581;31275;28938;98338;6930;83966
evaluation,113,32476;62246;56742;83741;6910;62313;97576;604;30563;92190
