configuration,gpu,data_center,cloud,campaign_mode,workload,engine,source_bundle_sha256,git_revision,rows,dimensions,batch,k,eligible_fraction,timing_scope,filter_scope,p50_completed_ns,p95_completed_ns,p99_completed_ns,p95_min_ns,p95_max_ns,throughput_qps,recall_at_k,collection_build_ns,binary_build_ns,peak_process_rss_bytes,qenlo_allocation_bytes,upload_bytes_per_call,readback_bytes_per_call,device_resident_ns,device_scoring_ns,device_selection_ns,upload_enqueue_ns,readback_completion_ns,backend_execution_ns,eligibility_materialization_ns,eligibility_transfer_bytes,mutation_p50_ns,mutation_p95_ns,actual_backend,rebuilt_fraction,deletion_correct,sample_count,qualified,status,failure_detail
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c1-r1000-d128-b1-f1,numpy,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,1000,128,1,10,1.0,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,56846.0,61525.0,70962.0,60763.0,61715.0,11052.507874480121,1.0,1092723,77325954651,42168320,520000,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c1-r1000-d128-b1-f1,torch-cpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,1000,128,1,10,1.0,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,97011.0,104305.0,107531.0,103554.0,105277.0,6648.968635879934,1.0,776352379,77325954651,531255296,520000,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c1-r1000-d128-b1-f1,torch-cuda,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,1000,128,1,10,1.0,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,272419.0,282198.0,291074.0,280194.0,282228.0,3018.150259648166,1.0,931028603,77325954651,1020698624,520000,,,232544.0,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c2-r1000-d384-b16-f001,chroma,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,1000,384,16,10,0.01,python-collection-query-including-bindings-serialization,corpus,3318988.0,3370965.0,3370965.0,3360144.0,3396072.0,4339.236932981232,1.0,371976129,77325954651,,,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c2-r1000-d384-b16-f001,current-cpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,1000,384,16,10,0.01,batch-call-completion,corpus,43321.0,48370.0,48370.0,47569.0,49412.0,79239.30269413629,1.0,3534721,77325954651,10862592,,0.0,0.0,,,,,,1743.0,,0.0,,,Cpu,,,12,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c2-r1000-d384-b16-f001,current-gpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,1000,384,16,10,0.01,batch-call-completion,corpus,120225.0,134742.0,134742.0,123601.0,165139.0,56426.39309270416,1.0,106583713,77325954651,221634560,11079296.0,394880.0,41472.0,,5376.0,17408.0,5290.0,67776.0,105227.0,0.0,40.0,,,Wgpu,,,12,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c2-r1000-d384-b16-f001,faiss-flat,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,1000,384,16,10,0.01,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,73137.0,93665.0,93665.0,76082.0,98945.0,38899.437660004325,1.0,15635695,77325954651,53522432,,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c2-r1000-d384-b16-f001,numpy,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,1000,384,16,10,0.01,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,42540.0,48050.0,48050.0,43652.0,54853.0,40895.666209572395,1.0,57958,77325954651,44290048,15440,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c2-r1000-d384-b16-f001,torch-cpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,1000,384,16,10,0.01,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,109414.0,119734.0,119734.0,109595.0,130433.0,34068.593919927094,1.0,641183621,77325954651,530075648,15440,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c2-r1000-d384-b16-f001,torch-cuda,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,1000,384,16,10,0.01,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,262972.0,288039.0,288039.0,268322.0,7454303.0,25149.42293863148,1.0,889911167,77325954651,1045196800,15440,,,223327.0,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c3-r10000-d128-b16-f1,current-cpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,10000,128,16,10,1.0,batch-call-completion,corpus,1982819.0,1998788.0,1998788.0,1990393.0,2009449.0,7795.118940117165,1.0,11006987,77325954651,21012480,,0.0,0.0,,,,,,122730.0,,0.0,,,Cpu,,,12,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c3-r10000-d128-b16-f1,current-gpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,10000,128,16,10,1.0,batch-call-completion,corpus,260196.0,269484.0,269484.0,260948.0,320470.0,47919.291932562584,1.0,114742763,77325954651,234827776,14846528.0,772096.0,41472.0,,46848.0,91648.0,7805.0,197800.0,248965.0,0.0,40000.0,,,Wgpu,,,12,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c3-r10000-d128-b16-f1,faiss-flat,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,10000,128,16,10,1.0,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,478725.0,482793.0,482793.0,482132.0,555619.0,20315.254661239953,1.0,23659703,77325954651,91136000,,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c3-r10000-d128-b16-f1,numpy,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,10000,128,16,10,1.0,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,7834905.0,7898524.0,7898524.0,7836568.0,8018187.0,1954.4164130913164,1.0,6786513,77325954651,78508032,5200000,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c3-r10000-d128-b16-f1,torch-cpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,10000,128,16,10,1.0,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,454250.0,460040.0,460040.0,458818.0,1629628.0,20137.723147211476,1.0,645850830,77325954651,557531136,5200000,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c3-r10000-d128-b16-f1,torch-cuda,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,10000,128,16,10,1.0,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,320189.0,327112.0,327112.0,323595.0,8019450.0,24707.992070278797,1.0,905474035,77325954651,1064321024,5200000,,,277087.0,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c4-r10000-d384-b1-f001,baseline-cpu,f37e744c7ee4054a74c4b4181f2dde61dade4d677bbc5493b9a36b61d165a45d,unavailable,10000,384,1,10,0.01,batch-call-completion,corpus,7394.0,8185.0,9708.0,8146.0,8726.0,56879.53536529549,1.0,28520424,75897845163,62812160,,0.0,0.0,,,,,,6412.0,,0.0,,,Cpu,,,192,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c4-r10000-d384-b1-f001,baseline-gpu,f37e744c7ee4054a74c4b4181f2dde61dade4d677bbc5493b9a36b61d165a45d,unavailable,10000,384,1,10,0.01,batch-call-completion,corpus,72005.0,77706.0,88957.0,77445.0,80020.0,11815.460234330114,1.0,121850787,75897845163,266489856,16652224.0,2000.0,160.0,,,,3286.0,50985.0,69059.0,1443.0,400.0,,,Wgpu,,,192,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c4-r10000-d384-b1-f001,chroma,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,10000,384,1,10,0.01,python-collection-query-including-bindings-serialization,corpus,2938065.0,3262473.0,3366516.0,3243396.0,3285675.0,327.2814158504967,1.0,1913755410,77325954651,,,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c4-r10000-d384-b1-f001,current-cpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,10000,384,1,10,0.01,batch-call-completion,corpus,7554.0,8165.0,8716.0,8165.0,8446.0,54651.341519648864,1.0,28420097,77325954651,62472192,,0.0,0.0,,,,,,6502.0,,0.0,,,Cpu,,,192,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c4-r10000-d384-b1-f001,current-gpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,10000,384,1,10,0.01,batch-call-completion,corpus,86021.0,91050.0,95900.0,90419.0,93434.0,10150.329552652773,1.0,133219051,77325954651,266772480,17178176.0,2000.0,192.0,,5440.0,17408.0,3076.0,66244.0,84568.0,0.0,400.0,,,Wgpu,,,192,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c4-r10000-d384-b1-f001,faiss-flat,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,10000,384,1,10,0.01,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,22211.0,27632.0,29104.0,26319.0,27973.0,17591.043959743994,1.0,16539085,77325954651,79929344,,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c4-r10000-d384-b1-f001,numpy,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,10000,384,1,10,0.01,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,20118.0,21831.0,25808.0,21370.0,23023.0,18942.36489506226,1.0,160971,77325954651,73953280,154400,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c4-r10000-d384-b1-f001,torch-cpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,10000,384,1,10,0.01,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,93204.0,99526.0,100528.0,97803.0,99626.0,6568.620427547398,1.0,650072837,77325954651,549105664,154400,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c4-r10000-d384-b1-f001,torch-cuda,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,10000,384,1,10,0.01,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,272710.0,291685.0,298048.0,280945.0,300852.0,2954.3491204210245,1.0,892468250,77325954651,1043763200,154400,,,233280.0,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c5-r100000-d128-b1-f001,baseline-cpu,f37e744c7ee4054a74c4b4181f2dde61dade4d677bbc5493b9a36b61d165a45d,unavailable,100000,128,1,10,0.01,batch-call-completion,corpus,30247.0,35867.0,41328.0,34184.0,36689.0,27314.33507519124,1.0,102865538,75897845163,190603264,,0.0,0.0,,,,,,29586.0,,0.0,,,Cpu,,,192,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c5-r100000-d128-b1-f001,baseline-gpu,f37e744c7ee4054a74c4b4181f2dde61dade4d677bbc5493b9a36b61d165a45d,unavailable,100000,128,1,10,0.01,batch-call-completion,corpus,93284.0,102251.0,104205.0,99716.0,105858.0,9823.897428686947,1.0,188174349,75897845163,403664896,54651200.0,4576.0,160.0,,,,3286.0,59181.0,79538.0,12413.0,4000.0,,,Wgpu,,,192,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c5-r100000-d128-b1-f001,chroma,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,100000,128,1,10,0.01,python-collection-query-including-bindings-serialization,corpus,26044303.0,29165070.0,34125468.0,28702575.0,30488525.0,37.610168447335276,1.0,19404575468,77325954651,,,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c5-r100000-d128-b1-f001,current-cpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,100000,128,1,10,0.01,batch-call-completion,corpus,29876.0,34053.0,41678.0,32170.0,34344.0,27494.314261730407,1.0,101051184,77325954651,190967808,,0.0,0.0,,,,,,29375.0,,0.0,,,Cpu,,,192,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c5-r100000-d128-b1-f001,current-gpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,100000,128,1,10,0.01,batch-call-completion,corpus,90579.0,95328.0,100608.0,95298.0,128030.0,10269.879598499057,1.0,191286970,77325954651,403759104,55176128.0,4576.0,192.0,,4448.0,21440.0,3175.0,69129.0,89608.0,0.0,4000.0,,,Wgpu,,,192,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c5-r100000-d128-b1-f001,faiss-flat,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,100000,128,1,10,0.01,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,27051.0,30126.0,34634.0,29816.0,30518.0,16078.277092022512,1.0,17629704,77325954651,132681728,,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c5-r100000-d128-b1-f001,numpy,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,100000,128,1,10,0.01,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,56976.0,62697.0,66765.0,62647.0,63309.0,11022.396131138958,1.0,578793,77325954651,118038528,520000,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c5-r100000-d128-b1-f001,torch-cpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,100000,128,1,10,0.01,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,98995.0,111067.0,116568.0,109905.0,111248.0,6458.237153531974,1.0,637532091,77325954651,608124928,520000,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c5-r100000-d128-b1-f001,torch-cuda,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,100000,128,1,10,0.01,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,272290.0,291585.0,331180.0,288590.0,291756.0,2981.879398446832,1.0,905365362,77325954651,1082089472,520000,,,233055.0,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c6-r100000-d384-b16-f1,current-cpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,100000,384,16,10,1.0,batch-call-completion,corpus,67089292.0,68057514.0,68057514.0,67599217.0,82716331.0,236.76640251601,1.0,262795358,77325954651,350912512,,0.0,0.0,,,,,,4108554.0,,0.0,,,Cpu,,,12,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c6-r100000-d384-b16-f1,current-gpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,100000,384,16,10,1.0,batch-call-completion,corpus,4024598.0,4047861.0,4047861.0,4017354.0,4095139.0,3739.604338174758,1.0,354798550,77325954651,711753728,165519296.0,6794240.0,41472.0,,2560288.0,1105184.0,43001.0,3722652.0,3981477.0,0.0,400000.0,,,Wgpu,,,12,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c6-r100000-d384-b16-f1,faiss-flat,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,100000,384,16,10,1.0,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,32537047.0,33118935.0,33118935.0,31714198.0,33542327.0,481.3259157199224,1.0,250913395,77325954651,1161179136,,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c6-r100000-d384-b16-f1,numpy,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,100000,384,16,10,1.0,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,112960369.0,114172457.0,114172457.0,111604904.0,116618823.0,140.46361094606758,1.0,148065219,77325954651,1147117568,154400000,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c6-r100000-d384-b16-f1,torch-cpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,100000,384,16,10,1.0,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,19381000.0,26731097.0,26731097.0,23832937.0,27449831.0,713.0734814089097,1.0,903016940,77325954651,1279950848,154400000,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c6-r100000-d384-b16-f1,torch-cuda,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,100000,384,16,10,1.0,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,531394.0,567332.0,567332.0,541893.0,8090923.0,17458.686337514053,1.0,979806847,77325954651,1386803200,154400000,,,497119.0,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c3-r10000-d128-b16-f1,chroma,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,10000,128,16,10,1.0,python-collection-query-including-bindings-serialization,corpus,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,failed,"{
  ""status"": ""tuning-failed"",
  ""build_ns"": 1456939870,
  ""readiness_and_tuning_ns"": 8540134,
  ""tuning_recall_at_10"": 0.8,
  ""recall_target"": 0.99,
  ""heldout_queries_run"": 0,
  ""ef_search"": 128
}"
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,c6-r100000-d384-b16-f1,chroma,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,100000,384,16,10,1.0,python-collection-query-including-bindings-serialization,corpus,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,failed,"{
  ""status"": ""tuning-failed"",
  ""build_ns"": 31948465520,
  ""readiness_and_tuning_ns"": 19392892,
  ""tuning_recall_at_10"": 0.17500000000000002,
  ""recall_target"": 0.99,
  ""heldout_queries_run"": 0,
  ""ef_search"": 128
}"
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,lifecycle:add-batch,current-gpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,10000,384,1,10,1.0,completed synchronous mutation then completed first search,unfiltered,555379.0,740094.0,740094.0,403245.0,740094.0,,,,,,17220296.0,41900.0,,,,,,,,,,22070480.0,22072665.0,Wgpu,0.0,,3,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,lifecycle:add-one,current-gpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,10000,384,1,10,1.0,completed synchronous mutation then completed first search,unfiltered,595253.0,598309.0,598309.0,353251.0,598309.0,,,,,,17207816.0,41804.0,,,,,,,,,,21762384.0,21995239.0,Wgpu,0.0,,3,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,lifecycle:delete-batch,current-gpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,10000,384,1,10,1.0,completed synchronous mutation then completed first search,unfiltered,538988.0,818721.0,818721.0,402482.0,818721.0,,,,,,17220296.0,41872.0,,,,,,,,,,21743950.0,21958140.0,Wgpu,0.0,True,3,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,lifecycle:delete-one,current-gpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,10000,384,1,10,1.0,completed synchronous mutation then completed first search,unfiltered,523970.0,631140.0,631140.0,398405.0,631140.0,,,,,,17207816.0,41804.0,,,,,,,,,,21747776.0,22002754.0,Wgpu,0.0,True,3,True,completed,
rtx4090-eu-ro-secure-reference-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,reference,lifecycle:reopen,current-gpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,10000,384,1,10,1.0,completed reopen plus first completed search,unfiltered,101295702.0,101295702.0,101295702.0,,,,,52168927,,,,,,,,,,,,,,,,Wgpu,1.0,,1,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d1-r5000-d384-b8-k10-f01,baseline-cpu,f37e744c7ee4054a74c4b4181f2dde61dade4d677bbc5493b9a36b61d165a45d,unavailable,5000,384,8,10,0.1,batch-call-completion,corpus,232218.0,414903.0,414903.0,265208.0,430315.0,21133.871850805433,1.0,20060491,88204180642,31756288,,0.0,0.0,,,,,,27912.0,,0.0,,,Cpu,,,24,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d1-r5000-d384-b8-k10-f01,baseline-gpu,f37e744c7ee4054a74c4b4181f2dde61dade4d677bbc5493b9a36b61d165a45d,unavailable,5000,384,8,10,0.1,batch-call-completion,corpus,109224.0,117426.0,117426.0,114973.0,144297.0,39841.10867845175,1.0,143743472,88204180642,267563008,12547328.0,114816.0,10240.0,,,,4517.0,62253.0,92950.0,7271.0,2000.0,,,Wgpu,,,24,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d1-r5000-d384-b8-k10-f01,chroma-ef512,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,5000,384,8,10,0.1,python-collection-query-including-bindings-serialization,corpus,10651443.0,12254828.0,12254828.0,10880096.0,12883002.0,692.73530648883,1.0,919615392,192714829239,,,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d1-r5000-d384-b8-k10-f01,current-cpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,5000,384,8,10,0.1,batch-call-completion,corpus,231007.0,238958.0,238958.0,237346.0,241693.0,24957.70838321625,1.0,22103747,192714829239,34197504,,0.0,0.0,,,,,,27882.0,,0.0,,,Cpu,,,24,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d1-r5000-d384-b8-k10-f01,current-gpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,5000,384,8,10,0.1,batch-call-completion,corpus,122414.0,132148.0,132148.0,131688.0,170666.0,37113.32553953497,1.0,142883081,192714829239,275136512,13084032.0,114816.0,10496.0,,6688.0,18624.0,4127.0,81592.0,113391.0,0.0,2000.0,,,Wgpu,,,24,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d1-r5000-d384-b8-k10-f01,faiss-flat,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,5000,384,8,10,0.1,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,91588.0,102233.0,102233.0,101953.0,129664.0,26079.529525287362,1.0,20645750,192714829239,66347008,,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d1-r5000-d384-b8-k10-f01,numpy,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,5000,384,8,10,0.1,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,205208.0,215183.0,215183.0,213861.0,459870.0,19118.27130201103,1.0,438108,192714829239,68698112,772000,,,,,,,,,,,,,,,,3,True,completed,
